104.422469	166.913108	1. welcome to hell
182.891985	464.812295	2.
467.458478	631.623626	3.
643.633228	742.152672	4. riffs
757.215562	1428.939044	5. just the beginning of 6
1476.163241	1773.197329	6.
1798.794065	2354.390806	7.
2366.298631	2901.031234	8. 
3078.529075	3849.484436	9. this one is hot
3921.236717	4002.047087	10. riffs
4132.524285	4449.252084	11. bye
